gene	Chimp.Mean.Expression	Chimp.Overdispersion	Chimp.theta.se	Chimp.Mean.Log2RPKM	Human.Mean.Expression	Human.Overdispersion	Human.theta.se	Human.Mean.Log2RPKM	Chimp.Residual	Human.Residual
ENSG00000115459	-19.5658411156426	0.227237114200236	1.10906457325789	1.4100693396376	-19.2533651311781	0.104352793367313	2.2147495058082	1.90449034571867	0.479313080224281	0.0925317667095649
ENSG00000042493	-18.9246372718819	0.251643680268732	0.994423467708246	2.31572763626208	-19.6667801299001	0.562745473030735	0.380885816058007	0.955905469450986	0.836708272650187	1.63262508758015
ENSG00000168906	-17.30543548448	0.175961375830096	1.42919946231843	4.70382988859554	-16.8820780826449	0.268260547005591	0.821126881236069	5.19576738406791	0.751930422048408	1.22390687602756
ENSG00000115486	-18.8305416717303	0.100702023409546	2.56117112019207	2.56418135956018	-18.842009586346	0.0502838107162173	4.74314752222858	2.53600163196864	-0.0472147098199609	-0.536576870167373
ENSG00000168899	-16.9306159858267	0.33499798694634	0.733779212413551	5.12250697339582	-16.8491851653057	0.189310286599361	1.18314367103344	5.30589542628766	1.42370766105851	0.874849582882222
ENSG00000168894	-16.5158850015348	0.02417175550923	10.7814116972339	5.9559281390651	-16.9044081332762	0.0824025072028117	2.77217780183766	5.30628883815957	-1.18727101290028	0.0438586428100716
ENSG00000168890	-18.5813911887169	0.23265822716927	1.07592850800714	2.82307368284872	-18.6606013454516	0.0493850014582617	4.8183965702035	2.79944868137392	0.866171094559621	-0.521959745533374
ENSG00000168883	-18.1189917617081	0.0106521122556583	25.6568153831317	3.65399644110306	-18.0944475069848	0.00731394438300139	35.1144929713031	3.64390471237529	-2.11827534329362	-2.37788749584933
ENSG00000168887	-18.789368239586	0.0398959513680882	6.60695717755077	2.66678073845211	-18.5397615612899	0.0486011521173956	4.81356144591542	2.97286006135029	-0.959774320230849	-0.520040501541503
ENSG00000115523	-18.5505110185069	1.35854160862999	0.162900321262497	1.87325375258014	-20.2759534250632	0.553110183347747	0.391486985903693	0.0957006426469336	2.63954705624389	1.34679363892256
