P	gene
0.4265	ENSG00000118217
0.6083	ENSG00000162745
0.0018	ENSG00000198929
0.0575	ENSG00000239887
0.0284	ENSG00000152332
0.6373	ENSG00000117143
0.4497	ENSG00000162733
0.6722	ENSG00000117152
0.7764	ENSG00000143248
0.0002	ENSG00000143228
0.7847	ENSG00000185630
0.429	ENSG00000143171
0.0009	ENSG00000237463
0.1361	ENSG00000143198
0.0403	ENSG00000143149
0.0001	ENSG00000143183
0.6031	ENSG00000143179
0.0056	ENSG00000188859
0.4811	ENSG00000143157
0.0045	ENSG00000152382
0.2112	ENSG00000143194
0.0233	ENSG00000143167
0.8251	ENSG00000198842
0.3039	ENSG00000143190
0.0407	ENSG00000198821
0.0145	ENSG00000143162
0.0279	ENSG00000198771
0.1031	ENSG00000197965
0.0648	ENSG00000143158
0.6567	ENSG00000143164
0.7748	ENSG00000143147
0.0763	ENSG00000143155
0.0731	ENSG00000213064
0.3152	ENSG00000143178
0.1219	ENSG00000143196
0.0144	ENSG00000143153
0.0056	ENSG00000143156
0.7201	ENSG00000117475
0.9068	ENSG00000117477
0.9197	ENSG00000117479
0.0023	ENSG00000198734
0.3755	ENSG00000174175
0.2951	ENSG00000188404
0.6548	ENSG00000007908
0.2737	ENSG00000000457
0.0212	ENSG00000075945
0.0152	ENSG00000203740
0.9673	ENSG00000120370
0.0004	ENSG00000116132
0.0075	ENSG00000271811
0.2255	ENSG00000007933
0.5268	ENSG00000094963
0.022	ENSG00000010932
0.1104	ENSG00000076258
0.368	ENSG00000117523
0.7553	ENSG00000034971
0.0075	ENSG00000117533
0.1118	ENSG00000010165
0.4036	ENSG00000197959
0.2694	ENSG00000230630
0.7656	ENSG00000135845
0.0001	ENSG00000180999
0.025	ENSG00000094975
0.3636	ENSG00000224228
0.0002	ENSG00000117586
0.0001	ENSG00000117592
0.299	ENSG00000076321
0.0273	ENSG00000117593
0.2603	ENSG00000234741
0.2526	ENSG00000135870
0.0089	ENSG00000227373
0.557	ENSG00000152061
0.4162	ENSG00000116161
0.3124	ENSG00000120333
0.7239	ENSG00000120332
0.1038	ENSG00000235750
0.2898	ENSG00000143207
0.9485	ENSG00000152092
0.0003	ENSG00000120341
0.0001	ENSG00000242193
0.1253	ENSG00000075391
0.0018	ENSG00000213058
0.9668	ENSG00000116191
0.1643	ENSG00000116194
0.1214	ENSG00000116199
0.2768	ENSG00000186283
0.171	ENSG00000057252
0.037	ENSG00000143340
0.5031	ENSG00000169905
0.3095	ENSG00000143337
0.8136	ENSG00000135837
0.0181	ENSG00000116260
0.74	ENSG00000230124
0.8373	ENSG00000236719
0.2042	ENSG00000143324
0.4674	ENSG00000135835
0.2721	ENSG00000135823
0.028	ENSG00000153029
0.2645	ENSG00000162783
0.8292	ENSG00000198216
0.4966	ENSG00000135821
0.5379	ENSG00000135828
0.1624	ENSG00000143333
0.0227	ENSG00000135838
0.3024	ENSG00000135829
0.1031	ENSG00000135862
0.5616	ENSG00000058085
0.5396	ENSG00000116698
0.4427	ENSG00000116701
0.2551	ENSG00000162704
0.0628	ENSG00000143344
0.3742	ENSG00000198756
0.0001	ENSG00000198860
0.0819	ENSG00000116667
0.2131	ENSG00000116406
0.5427	ENSG00000135842
0.0009	ENSG00000121481
0.1024	ENSG00000121486
0.3672	ENSG00000116668
0.845	ENSG00000116679
0.1545	ENSG00000143341
0.9693	ENSG00000116690
0.0188	ENSG00000047410
0.3496	ENSG00000157181
0.9755	ENSG00000073756
0.069	ENSG00000116711
0.7419	ENSG00000090104
0.5293	ENSG00000116741
0.1896	ENSG00000116750
0.1389	ENSG00000116747
0.0007	ENSG00000272579
0.0043	ENSG00000023572
0.4191	ENSG00000134371
0.8363	ENSG00000162630
0.337	ENSG00000162687
0.2981	ENSG00000000971
0.0211	ENSG00000066279
0.4038	ENSG00000177888
0.4158	ENSG00000213047
0.1726	ENSG00000203724
0.0441	ENSG00000151414
0.0225	ENSG00000081237
0.0471	ENSG00000230623
0.0782	ENSG00000162702
0.8135	ENSG00000118197
0.7681	ENSG00000118200
0.3857	ENSG00000116852
0.1203	ENSG00000116857
0.7517	ENSG00000081277
0.0946	ENSG00000118194
0.0096	ENSG00000159166
0.4758	ENSG00000159173
0.3371	ENSG00000174307
0.4135	ENSG00000159176
0.6596	ENSG00000224536
0.0755	ENSG00000134369
0.021	ENSG00000198700
0.6851	ENSG00000198892
0.0906	ENSG00000163431
0.0619	ENSG00000134375
0.2177	ENSG00000176393
0.2189	ENSG00000163435
0.1987	ENSG00000143862
0.2544	ENSG00000133067
0.0318	ENSG00000077152
0.159	ENSG00000077157
0.8806	ENSG00000143858
0.9461	ENSG00000117139
0.0016	ENSG00000159346
0.523	ENSG00000159348
0.6673	ENSG00000163444
0.0244	ENSG00000143847
0.2197	ENSG00000163485
0.5073	ENSG00000133048
0.0165	ENSG00000133063
0.1627	ENSG00000159388
0.0023	ENSG00000122176
0.0233	ENSG00000188783
0.0436	ENSG00000058668
0.4762	ENSG00000058673
0.2064	ENSG00000182004
0.4949	ENSG00000143842
0.2013	ENSG00000143845
0.2258	ENSG00000143850
0.7385	ENSG00000158615
0.8791	ENSG00000133056
0.3317	ENSG00000198625
0.0268	ENSG00000170382
0.1189	ENSG00000163531
0.9542	ENSG00000174529
0.3183	ENSG00000117222
0.9567	ENSG00000133059
0.2799	ENSG00000133069
0.1403	ENSG00000163545
0.8929	ENSG00000117266
0.6844	ENSG00000158711
0.0353	ENSG00000158715
0.6794	ENSG00000069275
0.6722	ENSG00000117280
0.8697	ENSG00000174502
0.1881	ENSG00000276600
0.0318	ENSG00000266028
0.1007	ENSG00000263528
0.4264	ENSG00000266094
0.0974	ENSG00000143486
0.0073	ENSG00000143479
0.519	ENSG00000162889
0.1374	ENSG00000162892
0.9575	ENSG00000162894
0.3499	ENSG00000182795
0.7485	ENSG00000123836
0.361	ENSG00000180667
0.2875	ENSG00000196352
0.8169	ENSG00000203710
0.7306	ENSG00000117335
0.4182	ENSG00000203709
0.8548	ENSG00000174059
0.0767	ENSG00000284237
0.6612	ENSG00000076356
0.6765	ENSG00000196878
0.917	ENSG00000123689
0.0921	ENSG00000117594
0.0394	ENSG00000009790
0.0389	ENSG00000162757
0.8754	ENSG00000117595
0.0668	ENSG00000117597
0.6277	ENSG00000203706
0.2756	ENSG00000082497
0.8656	ENSG00000054392
0.5666	ENSG00000117625
0.3387	ENSG00000082512
0.0001	ENSG00000153363
0.3539	ENSG00000170385
0.5622	ENSG00000143493
0.0927	ENSG00000143476
0.0261	ENSG00000066027
0.4626	ENSG00000065600
0.0049	ENSG00000117691
0.0143	ENSG00000260805
0.1945	ENSG00000162772
0.3813	ENSG00000123685
0.0001	ENSG00000117697
0.7957	ENSG00000203705
0.9687	ENSG00000162769
0.4963	ENSG00000143494
0.0015	ENSG00000174606
0.6221	ENSG00000136643
0.4744	ENSG00000117707
0.1189	ENSG00000143499
0.0281	ENSG00000152104
0.0277	ENSG00000117724
0.5999	ENSG00000136636
0.0009	ENSG00000042781
0.0382	ENSG00000196482
0.9586	ENSG00000092978
0.2821	ENSG00000067533
0.7428	ENSG00000092969
0.0293	ENSG00000143353
0.83	ENSG00000136628
0.3121	ENSG00000162813
0.8796	ENSG00000067704
0.4916	ENSG00000118873
0.6054	ENSG00000116141
0.6857	ENSG00000162817
0.6814	ENSG00000117791
0.0657	ENSG00000186205
0.7948	ENSG00000136630
0.4629	ENSG00000143507
0.0243	ENSG00000143498
0.8849	ENSG00000225265
0.791	ENSG00000154305
0.7982	ENSG00000162819
0.0057	ENSG00000154309
0.0825	ENSG00000187554
0.0011	ENSG00000143502
0.4417	ENSG00000162909
0.5682	ENSG00000143514
0.1897	ENSG00000143756
0.4598	ENSG00000143753
0.5356	ENSG00000143748
0.0015	ENSG00000143771
0.4643	ENSG00000162923
0.6892	ENSG00000143815
0.3686	ENSG00000154380
0.0026	ENSG00000143742
0.3346	ENSG00000143819
0.7487	ENSG00000242861
0.0147	ENSG00000196187
0.8109	ENSG00000143811
0.1582	ENSG00000143768
0.8409	ENSG00000143751
0.1283	ENSG00000163041
0.1125	ENSG00000182827
0.0001	ENSG00000183814
0.2415	ENSG00000143799
0.6229	ENSG00000203685
0.0977	ENSG00000143772
0.5808	ENSG00000143801
0.0037	ENSG00000163050
0.0349	ENSG00000143776
0.1051	ENSG00000181450
0.1198	ENSG00000081692
0.8737	ENSG00000143740
0.4367	ENSG00000143816
0.126	ENSG00000143761
0.7295	ENSG00000143793
0.6356	ENSG00000162910
0.0178	ENSG00000143774
0.0002	ENSG00000198835
0.0119	ENSG00000181873
0.6056	ENSG00000154358
0.0676	ENSG00000269890
0.0038	ENSG00000270110
0.0888	ENSG00000154370
0.0125	ENSG00000168159
0.2264	ENSG00000116574
0.3148	ENSG00000168118
0.65	ENSG00000154429
0.8634	ENSG00000143632
0.2096	ENSG00000069248
0.6651	ENSG00000135776
0.3331	ENSG00000135801
0.9337	ENSG00000135763
0.5279	ENSG00000143641
0.8917	ENSG00000135775
0.9519	ENSG00000135744
0.4016	ENSG00000119280
0.4928	ENSG00000143643
0.3374	ENSG00000173409
0.1345	ENSG00000143633
0.357	ENSG00000116906
0.698	ENSG00000116903
0.8322	ENSG00000010072
0.5779	ENSG00000135766
0.1589	ENSG00000116918
0.0011	ENSG00000162946
0.2904	ENSG00000116991
0.7889	ENSG00000212916
0.03	ENSG00000135778
0.0109	ENSG00000135749
0.275	ENSG00000143674
0.8909	ENSG00000135750
0.6804	ENSG00000231663
0.0014	ENSG00000168275
0.078	ENSG00000059588
0.0232	ENSG00000231768
0.0006	ENSG00000168264
0.048	ENSG00000173726
0.0031	ENSG00000152904
0.009	ENSG00000116957
0.3269	ENSG00000162885
0.322	ENSG00000143669
0.2584	ENSG00000116962
0.9271	ENSG00000077585
0.5138	ENSG00000086619
0.3543	ENSG00000116977
0.0858	ENSG00000119285
0.0976	ENSG00000077522
0.0211	ENSG00000116984
0.0877	ENSG00000198626
0.1009	ENSG00000091483
0.2221	ENSG00000203668
0.0013	ENSG00000180287
0.0645	ENSG00000054282
0.1228	ENSG00000117020
0.036	ENSG00000179456
0.5628	ENSG00000035687
0.0865	ENSG00000121644
0.2125	ENSG00000203667
0.3372	ENSG00000153187
0.0019	ENSG00000203666
0.0165	ENSG00000162849
0.8753	ENSG00000185420
0.902	ENSG00000162851
0.0248	ENSG00000162852
0.9733	ENSG00000143653
0.794	ENSG00000227953
0.1993	ENSG00000227671
0.2103	ENSG00000162714
0.1327	ENSG00000175137
0.2134	ENSG00000171161
0.0466	ENSG00000171163
0.0001	ENSG00000185220
NA	ENSG00000275131
NA	ENSG00000265972
NA	ENSG00000261716
0.6794	ENSG00000015171
0.0447	ENSG00000151240
0.0004	ENSG00000107929
0.4544	ENSG00000107937
0.3296	ENSG00000232656
0.0001	ENSG00000067064
0.3393	ENSG00000047056
0.0157	ENSG00000067057
0.1538	ENSG00000107959
0.1663	ENSG00000067082
0.0001	ENSG00000233117
0.4265	ENSG00000165568
0.7391	ENSG00000151632
0.1642	ENSG00000196139
0.3173	ENSG00000173848
0.3856	ENSG00000196372
0.9465	ENSG00000108021
0.7256	ENSG00000057608
0.0054	ENSG00000134461
0.0217	ENSG00000134452
0.2449	ENSG00000134470
0.7757	ENSG00000134460
0.1076	ENSG00000134453
0.2949	ENSG00000170525
0.4234	ENSG00000065675
0.2952	ENSG00000237943
0.4874	ENSG00000223784
0.8461	ENSG00000198879
0.4698	ENSG00000123243
0.576	ENSG00000151657
0.3754	ENSG00000165629
0.0512	ENSG00000165632
0.3306	ENSG00000107485
0.6612	ENSG00000048740
0.1641	ENSG00000148429
0.8709	ENSG00000134463
0.3957	ENSG00000148426
0.6404	ENSG00000151461
0.0012	ENSG00000181192
0.5163	ENSG00000065665
0.6034	ENSG00000165609
0.574	ENSG00000151465
0.1414	ENSG00000183049
0.2306	ENSG00000151468
0.32	ENSG00000123240
0.0338	ENSG00000107537
0.0028	ENSG00000086475
0.9121	ENSG00000165626
0.7062	ENSG00000165630
0.0051	ENSG00000239665
0.1145	ENSG00000151474
0.8662	ENSG00000065809
0.0561	ENSG00000185267
0.2524	ENSG00000187522
0.3403	ENSG00000152457
0.0169	ENSG00000152465
0.1326	ENSG00000148468
0.0583	ENSG00000077943
0.35	ENSG00000148481
0.7643	ENSG00000165983
0.9592	ENSG00000148484
0.5205	ENSG00000107611
0.1228	ENSG00000107614
0.1275	ENSG00000229124
0.1361	ENSG00000026025
0.0615	ENSG00000234961
0.1179	ENSG00000148488
0.9135	ENSG00000165996
0.6788	ENSG00000136738
0.78	ENSG00000260314
0.8367	ENSG00000165995
0.0196	ENSG00000240291
0.6378	ENSG00000241058
0.4817	ENSG00000165997
0.4614	ENSG00000120594
0.2518	ENSG00000078114
0.9227	ENSG00000204682
0.1816	ENSG00000180592
0.9074	ENSG00000078403
0.007	ENSG00000136770
0.2206	ENSG00000148444
0.0458	ENSG00000168283
0.1291	ENSG00000150867
0.9077	ENSG00000148450
0.0009	ENSG00000179133
0.7045	ENSG00000165312
0.0004	ENSG00000120549
0.0005	ENSG00000107863
0.132	ENSG00000099256
0.3485	ENSG00000185875
0.1083	ENSG00000077420
0.8131	ENSG00000136754
0.4929	ENSG00000107890
0.7072	ENSG00000136758
0.0739	ENSG00000120539
0.8197	ENSG00000107897
0.0543	ENSG00000099246
0.2274	ENSG00000150054
0.7307	ENSG00000254635
0.8054	ENSG00000095787
0.5901	ENSG00000095739
0.8058	ENSG00000224597
0.7294	ENSG00000197321
0.1821	ENSG00000165757
0.9118	ENSG00000107951
0.0406	ENSG00000107968
0.3508	ENSG00000183621
0.0298	ENSG00000148516
0.8003	ENSG00000165322
0.0727	ENSG00000170759
0.1069	ENSG00000120616
0.0001	ENSG00000273038
0.0001	ENSG00000150093
0.0089	ENSG00000229656
0.3162	ENSG00000099250
0.4573	ENSG00000148498
0.7947	ENSG00000095794
0.783	ENSG00000108100
0.212	ENSG00000177283
0.7973	ENSG00000198105
0.654	ENSG00000175395
0.2329	ENSG00000189180
0.8561	ENSG00000075407
0.9305	ENSG00000196693
0.0055	ENSG00000165733
0.3644	ENSG00000165731
0.497	ENSG00000169826
0.4148	ENSG00000169813
0.9109	ENSG00000243660
0.5468	ENSG00000196793
0.0002	ENSG00000169740
0.9465	ENSG00000107562
0.786	ENSG00000107551
0.1804	ENSG00000165507
0.3363	ENSG00000165511
0.0476	ENSG00000165512
0.4526	ENSG00000012779
0.7101	ENSG00000165406
0.0042	ENSG00000172671
0.0584	ENSG00000266524
0.8274	ENSG00000204179
0.0084	ENSG00000107643
0.5649	ENSG00000128805
0.9491	ENSG00000128815
0.1275	ENSG00000165633
0.0023	ENSG00000204161
0.1322	ENSG00000236208
0.2722	ENSG00000177354
0.2464	ENSG00000225830
0.1407	ENSG00000197444
0.8009	ENSG00000227345
0.0139	ENSG00000265354
0.8798	ENSG00000266412
0.0068	ENSG00000204147
0.375	ENSG00000198964
0.0001	ENSG00000226200
0.0107	ENSG00000185532
0.0171	ENSG00000236958
0.0001	ENSG00000122952
0.2158	ENSG00000151151
0.0334	ENSG00000122873
0.0004	ENSG00000072401
0.0057	ENSG00000108064
0.4181	ENSG00000122870
0.1875	ENSG00000237949
0.0392	ENSG00000148541
0.0065	ENSG00000108091
0.393	ENSG00000151150
0.0258	ENSG00000170312
0.5526	ENSG00000072422
0.7422	ENSG00000196932
0.3107	ENSG00000150347
0.0021	ENSG00000181915
0.5075	ENSG00000122877
0.1713	ENSG00000171988
0.4459	ENSG00000165476
0.2442	ENSG00000183230
0.326	ENSG00000108176
0.5257	ENSG00000148634
0.8845	ENSG00000138347
0.2688	ENSG00000108187
0.0006	ENSG00000096746
0.5703	ENSG00000204130
0.0291	ENSG00000138346
0.5145	ENSG00000122912
0.837	ENSG00000060339
0.2	ENSG00000107625
0.306	ENSG00000165732
0.4319	ENSG00000198954
0.424	ENSG00000122862
0.0001	ENSG00000122958
0.4053	ENSG00000156502
0.3335	ENSG00000156515
0.0141	ENSG00000075073
0.0327	ENSG00000099282
0.0142	ENSG00000171224
0.7442	ENSG00000197467
0.2286	ENSG00000099284
0.5336	ENSG00000042286
0.7684	ENSG00000156521
0.6114	ENSG00000079332
0.0635	ENSG00000180817
0.264	ENSG00000172731
0.0335	ENSG00000148730
0.0366	ENSG00000107719
0.0727	ENSG00000180644
0.2041	ENSG00000138316
0.1742	ENSG00000166224
0.7245	ENSG00000166228
0.5988	ENSG00000107731
0.0674	ENSG00000237512
0.7204	ENSG00000198246
0.3557	ENSG00000107736
0.8292	ENSG00000107738
0.0632	ENSG00000197746
0.3375	ENSG00000122863
0.247	ENSG00000107742
0.2058	ENSG00000138303
0.0145	ENSG00000166295
0.3158	ENSG00000168209
0.1643	ENSG00000148719
0.9829	ENSG00000107745
0.6723	ENSG00000156026
0.0564	ENSG00000138315
0.236	ENSG00000138308
0.4322	ENSG00000122884
0.0171	ENSG00000166321
0.7671	ENSG00000122882
0.8174	ENSG00000138286
0.0659	ENSG00000213551
0.0946	ENSG00000182180
0.2205	ENSG00000156042
0.3091	ENSG00000138279
0.0393	ENSG00000166343
0.0337	ENSG00000107758
0.055	ENSG00000166348
0.0474	ENSG00000177791
0.6426	ENSG00000166317
0.2266	ENSG00000235316
0.3078	ENSG00000279088
0.0039	ENSG00000176986
0.0267	ENSG00000196968
0.0001	ENSG00000172586
0.5315	ENSG00000214655
0.1292	ENSG00000166507
0.5279	ENSG00000148660
0.0541	ENSG00000122861
0.0375	ENSG00000035403
0.7732	ENSG00000185009
0.4817	ENSG00000156110
0.1407	ENSG00000156650
0.0169	ENSG00000079393
0.5732	ENSG00000156671
0.0577	ENSG00000165637
0.2527	ENSG00000165655
0.0026	ENSG00000148655
0.9005	ENSG00000156113
0.4798	ENSG00000151208
0.0221	ENSG00000148606
0.5859	ENSG00000138326
0.8765	ENSG00000108175
0.006	ENSG00000108179
0.0936	ENSG00000165424
0.4494	ENSG00000122359
0.5944	ENSG00000189129
0.3638	ENSG00000133678
0.1743	ENSG00000225484
0.2329	ENSG00000122852
0.6073	ENSG00000122378
0.0044	ENSG00000108219
0.3286	ENSG00000165678
0.6604	ENSG00000148600
0.8743	ENSG00000107771
0.1753	ENSG00000182771
0.0132	ENSG00000062650
0.8451	ENSG00000122367
0.0576	ENSG00000173269
0.1403	ENSG00000281974
0.1474	ENSG00000173267
0.4066	ENSG00000272734
0.0038	ENSG00000148672
0.0087	ENSG00000107789
0.8147	ENSG00000198682
0.1592	ENSG00000138138
0.2703	ENSG00000171862
0.442	ENSG00000184719
0.4236	ENSG00000182333
0.0001	ENSG00000138134
0.2386	ENSG00000180139
0.2022	ENSG00000107796
0.8957	ENSG00000026103
0.5589	ENSG00000138135
0.0001	ENSG00000107798
0.3717	ENSG00000119922
0.1057	ENSG00000119917
0.4066	ENSG00000185745
0.0273	ENSG00000152778
0.0875	ENSG00000152779
0.172	ENSG00000152782
0.2071	ENSG00000138182
0.1214	ENSG00000232229
0.8382	ENSG00000148688
0.331	ENSG00000148677
0.2217	ENSG00000225519
0.6266	ENSG00000180628
0.1148	ENSG00000165338
0.9668	ENSG00000119938
0.2468	ENSG00000107854
0.3059	ENSG00000174721
0.0963	ENSG00000095564
0.0178	ENSG00000107864
0.2006	ENSG00000198060
0.5443	ENSG00000119912
0.0221	ENSG00000138160
0.909	ENSG00000152804
0.0119	ENSG00000138190
0.1147	ENSG00000138119
0.121	ENSG00000138180
0.8143	ENSG00000138207
0.592	ENSG00000148690
0.7427	ENSG00000176273
0.7532	ENSG00000138193
0.1337	ENSG00000173145
0.0261	ENSG00000108239
0.0545	ENSG00000119969
0.764	ENSG00000107438
0.2352	ENSG00000095637
0.2145	ENSG00000059573
0.0061	ENSG00000119977
0.1987	ENSG00000138185
0.3826	ENSG00000226688
0.0224	ENSG00000240527
0.539	ENSG00000177853
0.9646	ENSG00000095585
0.0873	ENSG00000095587
0.1159	ENSG00000077147
0.9546	ENSG00000155629
0.153	ENSG00000196233
0.7524	ENSG00000213390
0.2919	ENSG00000165879
0.6687	ENSG00000181274
0.0421	ENSG00000052749
0.0768	ENSG00000171314
0.4609	ENSG00000171311
0.1331	ENSG00000171307
0.6468	ENSG00000155229
0.2171	ENSG00000165886
0.4907	ENSG00000165887
0.0001	ENSG00000241935
0.7037	ENSG00000171160
0.8146	ENSG00000155252
0.4814	ENSG00000119986
0.1447	ENSG00000155254
0.4403	ENSG00000155256
0.1663	ENSG00000120057
0.4726	ENSG00000095713
0.3334	ENSG00000166024
0.0253	ENSG00000138131
0.9529	ENSG00000119943
0.1508	ENSG00000107521
0.3742	ENSG00000120053
0.168	ENSG00000224934
0.0637	ENSG00000155287
0.6383	ENSG00000198018
0.8796	ENSG00000014919
0.1472	ENSG00000119929
0.165	ENSG00000023839
0.3832	ENSG00000107554
0.4312	ENSG00000107566
0.5343	ENSG00000213341
0.5166	ENSG00000095485
0.2499	ENSG00000196072
0.2665	ENSG00000235823
0.042	ENSG00000075826
0.1672	ENSG00000166136
0.3079	ENSG00000166135
0.143	ENSG00000119906
0.6915	ENSG00000095539
0.0003	ENSG00000055950
0.308	ENSG00000107815
0.6307	ENSG00000107816
0.1262	ENSG00000107819
0.6258	ENSG00000107821
0.0136	ENSG00000166167
0.4057	ENSG00000166171
0.7341	ENSG00000166169
0.03	ENSG00000107829
0.0707	ENSG00000107833
0.1666	ENSG00000198408
0.0023	ENSG00000226009
0.6303	ENSG00000120049
0.5886	ENSG00000120029
0.0857	ENSG00000166189
0.0797	ENSG00000198728
0.4417	ENSG00000148840
0.3731	ENSG00000166197
0.0181	ENSG00000107859
0.0001	ENSG00000107862
0.2738	ENSG00000077150
0.5671	ENSG00000059915
0.1031	ENSG00000107872
0.3007	ENSG00000107874
0.9065	ENSG00000269609
0.3113	ENSG00000138111
0.1491	ENSG00000138107
0.8539	ENSG00000107882
0.5147	ENSG00000272933
0.1272	ENSG00000171206
0.0636	ENSG00000138175
0.9481	ENSG00000156398
0.1705	ENSG00000166272
0.4768	ENSG00000148795
0.0002	ENSG00000166275
0.2191	ENSG00000214435
0.1139	ENSG00000148842
0.6985	ENSG00000076685
0.9383	ENSG00000148798
0.0004	ENSG00000156374
0.3601	ENSG00000148835
0.0012	ENSG00000173915
0.321	ENSG00000148843
0.1161	ENSG00000138172
0.0561	ENSG00000107957
0.8709	ENSG00000260461
0.2396	ENSG00000107960
0.4308	ENSG00000065613
0.8426	ENSG00000156384
0.1439	ENSG00000148834
0.0063	ENSG00000065621
0.9448	ENSG00000148841
0.5809	ENSG00000120051
0.0002	ENSG00000108018
0.0057	ENSG00000108039
0.1249	ENSG00000148700
0.7079	ENSG00000119950
0.2656	ENSG00000119953
0.2559	ENSG00000138166
0.7887	ENSG00000108055
0.8848	ENSG00000203867
0.065	ENSG00000150593
0.2249	ENSG00000214413
0.0003	ENSG00000108061
0.2631	ENSG00000150594
0.8819	ENSG00000119927
0.0808	ENSG00000197142
0.5917	ENSG00000023041
0.0339	ENSG00000151532
0.1531	ENSG00000260917
0.0845	ENSG00000148737
0.5819	ENSG00000148702
0.4502	ENSG00000197893
0.1442	ENSG00000165806
0.1038	ENSG00000198924
0.622	ENSG00000196865
0.3028	ENSG00000043591
0.0861	ENSG00000165813
0.2553	ENSG00000095627
0.2208	ENSG00000169129
0.1208	ENSG00000099204
0.1459	ENSG00000151553
0.4798	ENSG00000165832
0.2852	ENSG00000107518
0.5632	ENSG00000151892
0.3683	ENSG00000175535
0.2671	ENSG00000165868
0.3476	ENSG00000187164
0.7903	ENSG00000165650
0.4042	ENSG00000107560
0.9092	ENSG00000165669
0.9941	ENSG00000151893
0.0002	ENSG00000188613
0.0416	ENSG00000107581
0.4083	ENSG00000119979
0.1056	ENSG00000183605
0.0876	ENSG00000165672
0.3969	ENSG00000198873
0.008	ENSG00000148908
0.386	ENSG00000151923
0.1831	ENSG00000151929
0.7989	ENSG00000198825
0.3056	ENSG00000197771
0.9036	ENSG00000107651
0.715	ENSG00000120008
0.4518	ENSG00000066468
0.3578	ENSG00000107669
0.0757	ENSG00000107672
0.7047	ENSG00000138162
0.0077	ENSG00000107679
0.3821	ENSG00000166033
0.7217	ENSG00000138161
0.4503	ENSG00000119965
0.6343	ENSG00000179988
0.435	ENSG00000095574
0.5532	ENSG00000196177
0.8092	ENSG00000154473
0.1278	ENSG00000121898
0.3083	ENSG00000182022
0.8158	ENSG00000065154
0.5374	ENSG00000107902
0.4583	ENSG00000189319
0.0003	ENSG00000203791
0.2105	ENSG00000165660
0.1139	ENSG00000019995
0.9935	ENSG00000273599
0.1007	ENSG00000107938
0.0437	ENSG00000188690
0.2023	ENSG00000107949
0.0026	ENSG00000089876
0.1223	ENSG00000148848
0.6083	ENSG00000150760
0.0433	ENSG00000132334
0.0457	ENSG00000148773
0.0102	ENSG00000170430
0.0619	ENSG00000108001
0.0877	ENSG00000237489
0.3872	ENSG00000108010
0.1675	ENSG00000175470
0.0339	ENSG00000176171
0.0002	ENSG00000188385
0.0034	ENSG00000151640
0.7182	ENSG00000165752
0.8164	ENSG00000148814
0.7466	ENSG00000171813
0.0204	ENSG00000226900
0.0257	ENSG00000068383
0.1489	ENSG00000151651
0.7466	ENSG00000130640
0.0433	ENSG00000198546
0.0001	ENSG00000148803
0.0384	ENSG00000127884
0.0038	ENSG00000148832
0.9386	ENSG00000148824
0.0662	ENSG00000203772
0.1125	ENSG00000130649
0.6094	ENSG00000177951
0.4888	ENSG00000177963
0.5944	ENSG00000142082
0.0048	ENSG00000185627
0.1822	ENSG00000174885
0.3526	ENSG00000255026
0.0003	ENSG00000142102
0.0871	ENSG00000185201
0.1921	ENSG00000185885
0.2986	ENSG00000142089
0.9566	ENSG00000185187
0.3949	ENSG00000185101
0.9252	ENSG00000174915
0.5769	ENSG00000023191
0.7854	ENSG00000174775
0.0222	ENSG00000099849
0.4698	ENSG00000247095
0.8911	ENSG00000070047
0.4717	ENSG00000185507
0.4434	ENSG00000070031
0.3719	ENSG00000177030
0.0009	ENSG00000177042
0.5656	ENSG00000177156
0.2677	ENSG00000177225
0.0691	ENSG00000255284
0.1742	ENSG00000177542
0.045	ENSG00000177595
0.8681	ENSG00000177600
0.0009	ENSG00000177666
0.1231	ENSG00000177685
0.3891	ENSG00000177697
0.112	ENSG00000177700
0.1461	ENSG00000214063
0.004	ENSG00000250397
0.6147	ENSG00000177830
0.9935	ENSG00000183020
0.3499	ENSG00000078902
0.3443	ENSG00000174672
0.7227	ENSG00000182208
0.5554	ENSG00000117984
0.4769	ENSG00000235027
