Gene stable ID	Transcript stable ID	Gene name	Source of gene name
ENSPTRG00000036761	ENSPTRT00000070363	RF00026	RFAM
ENSPTRG00000032934	ENSPTRT00000062947	RF00092	RFAM
ENSPTRG00000049347	ENSPTRT00000099391		
ENSPTRG00000051461	ENSPTRT00000078358	RF00017	RFAM
ENSPTRG00000038504	ENSPTRT00000072106	RF00001	RFAM
ENSPTRG00000031841	ENSPTRT00000061019	RF00026	RFAM
ENSPTRG00000031741	ENSPTRT00000060927	ptr-mir-216b	miRBase
ENSPTRG00000034273	ENSPTRT00000025870	DONSON	VGNC Symbol
ENSPTRG00000034273	ENSPTRT00000094224	DONSON	VGNC Symbol
ENSPTRG00000034273	ENSPTRT00000091501	DONSON	VGNC Symbol
ENSPTRG00000035860	ENSPTRT00000069462	RF00004	RFAM
ENSPTRG00000047481	ENSPTRT00000104286	PPP1R3B	VGNC Symbol
ENSPTRG00000043740	ENSPTRT00000068884		
ENSPTRG00000048554	ENSPTRT00000096580		
ENSPTRG00000050866	ENSPTRT00000104757	RF00004	RFAM
ENSPTRG00000035503	ENSPTRT00000069105	RF00001	RFAM
ENSPTRG00000037930	ENSPTRT00000071532	RF00026	RFAM
ENSPTRG00000020359	ENSPTRT00000046943	PEX2	VGNC Symbol
ENSPTRG00000008651	ENSPTRT00000015955	TEKT1	VGNC Symbol
ENSPTRG00000008651	ENSPTRT00000105120	TEKT1	VGNC Symbol
ENSPTRG00000027412	ENSPTRT00000054082	RF00026	RFAM
ENSPTRG00000039899	ENSPTRT00000072816	RF00017	RFAM
ENSPTRG00000045140	ENSPTRT00000032942	HIST1H2BJ	HGNC Symbol
ENSPTRG00000024588	ENSPTRT00000051258	RF00026	RFAM
ENSPTRG00000035879	ENSPTRT00000069481	RF00004	RFAM
ENSPTRG00000027490	ENSPTRT00000054160	RF00001	RFAM
ENSPTRG00000042742	ENSPTRT00000068637		
ENSPTRG00000031504	ENSPTRT00000060717	ptr-mir-613	miRBase
ENSPTRG00000035355	ENSPTRT00000068957	RF00004	RFAM
ENSPTRG00000039953	ENSPTRT00000075354	RF00017	RFAM
ENSPTRG00000037722	ENSPTRT00000071324	RF00026	RFAM
ENSPTRG00000002736	ENSPTRT00000005170	IFIT5	VGNC Symbol
ENSPTRG00000002736	ENSPTRT00000074157	IFIT5	VGNC Symbol
ENSPTRG00000044727	ENSPTRT00000105677		
ENSPTRG00000038507	ENSPTRT00000072109	RF00026	RFAM
ENSPTRG00000035435	ENSPTRT00000069037	RF00004	RFAM
ENSPTRG00000025018	ENSPTRT00000051688	RF00001	RFAM
ENSPTRG00000039874	ENSPTRT00000073531	RF00017	RFAM
ENSPTRG00000034862	ENSPTRT00000068458	ptr-mir-1179	miRBase
ENSPTRG00000035443	ENSPTRT00000069045	RF00004	RFAM
ENSPTRG00000049702	ENSPTRT00000078297	RF00026	RFAM
ENSPTRG00000018065	ENSPTRT00000033394	SPDEF	VGNC Symbol
ENSPTRG00000018065	ENSPTRT00000110097	SPDEF	VGNC Symbol
ENSPTRG00000040334	ENSPTRT00000073640	MIR4706	HGNC Symbol
ENSPTRG00000026606	ENSPTRT00000053276	RF00026	RFAM
ENSPTRG00000035931	ENSPTRT00000069533	RF00004	RFAM
ENSPTRG00000035668	ENSPTRT00000069270	RF00001	RFAM
ENSPTRG00000040499	ENSPTRT00000076033	RF00017	RFAM
ENSPTRG00000036561	ENSPTRT00000070163	RF00004	RFAM
ENSPTRG00000040951	ENSPTRT00000074791		
ENSPTRG00000035975	ENSPTRT00000069577	RF00004	RFAM
ENSPTRG00000041056	ENSPTRT00000074959	RF00017	RFAM
ENSPTRG00000037968	ENSPTRT00000071570	RF00004	RFAM
ENSPTRG00000024759	ENSPTRT00000051429	RF00001	RFAM
ENSPTRG00000036828	ENSPTRT00000070430	RF00026	RFAM
ENSPTRG00000048579	ENSPTRT00000100717		
ENSPTRG00000025927	ENSPTRT00000052597	RF00026	RFAM
ENSPTRG00000032413	ENSPTRT00000061493	ptr-mir-548b	miRBase
ENSPTRG00000045614	ENSPTRT00000086706	RF00001	RFAM
ENSPTRG00000036061	ENSPTRT00000069663	RF00004	RFAM
ENSPTRG00000046151	ENSPTRT00000077419	TRAV10	HGNC Symbol
ENSPTRG00000049600	ENSPTRT00000088567	RF00026	RFAM
ENSPTRG00000036708	ENSPTRT00000070310	RF00066	RFAM
ENSPTRG00000050228	ENSPTRT00000090556		
ENSPTRG00000046758	ENSPTRT00000081511	RF00017	RFAM
ENSPTRG00000036347	ENSPTRT00000069949	RF00004	RFAM
ENSPTRG00000044743	ENSPTRT00000090315		
ENSPTRG00000045894	ENSPTRT00000102353		
ENSPTRG00000042120	ENSPTRT00000073977	MIR4325	HGNC Symbol
ENSPTRG00000035745	ENSPTRT00000069347	RF00004	RFAM
ENSPTRG00000046580	ENSPTRT00000089996	RF00001	RFAM
ENSPTRG00000046905	ENSPTRT00000085743	TRAV20	HGNC Symbol
ENSPTRG00000052559	ENSPTRT00000099600	RF00004	RFAM
ENSPTRG00000049133	ENSPTRT00000091007	RF00026	RFAM
ENSPTRG00000043714	ENSPTRT00000082355		
ENSPTRG00000044164	ENSPTRT00000106663		
ENSPTRG00000041623	ENSPTRT00000073309		
ENSPTRG00000032246	ENSPTRT00000061326	ptr-mir-519d	miRBase
ENSPTRG00000041374	ENSPTRT00000075454	RF00017	RFAM
ENSPTRG00000038337	ENSPTRT00000071939	RF00066	RFAM
ENSPTRG00000026466	ENSPTRT00000053136	RF00001	RFAM
ENSPTRG00000035605	ENSPTRT00000069207	RF00004	RFAM
ENSPTRG00000036023	ENSPTRT00000069625	RF00004	RFAM
ENSPTRG00000033252	ENSPTRT00000063265	RF00026	RFAM
ENSPTRG00000046321	ENSPTRT00000109262		
ENSPTRG00000043335	ENSPTRT00000107900	MIR6797	HGNC Symbol
ENSPTRG00000024607	ENSPTRT00000051277	RF00003	RFAM
ENSPTRG00000040910	ENSPTRT00000072770	RF00017	RFAM
ENSPTRG00000045630	ENSPTRT00000071797		
ENSPTRG00000003713	ENSPTRT00000006931	MS4A14	VGNC Symbol
ENSPTRG00000003713	ENSPTRT00000076943	MS4A14	VGNC Symbol
ENSPTRG00000003713	ENSPTRT00000097558	MS4A14	VGNC Symbol
ENSPTRG00000003713	ENSPTRT00000094270	MS4A14	VGNC Symbol
ENSPTRG00000037022	ENSPTRT00000070624	RF00066	RFAM
ENSPTRG00000018477	ENSPTRT00000088184	ARMC2	VGNC Symbol
ENSPTRG00000018477	ENSPTRT00000034148	ARMC2	VGNC Symbol
ENSPTRG00000046470	ENSPTRT00000088690	RF00001	RFAM
ENSPTRG00000036368	ENSPTRT00000069970	RF00004	RFAM
ENSPTRG00000037203	ENSPTRT00000070805	RF00004	RFAM
ENSPTRG00000026381	ENSPTRT00000053051	RF00026	RFAM
ENSPTRG00000007002	ENSPTRT00000058540	PDIA3	VGNC Symbol
ENSPTRG00000007002	ENSPTRT00000107851	PDIA3	VGNC Symbol
ENSPTRG00000007002	ENSPTRT00000090740	PDIA3	VGNC Symbol
ENSPTRG00000041264	ENSPTRT00000073751	MIR548AG2	HGNC Symbol
ENSPTRG00000034858	ENSPTRT00000068454		
ENSPTRG00000041565	ENSPTRT00000075803	RF00017	RFAM
ENSPTRG00000038440	ENSPTRT00000072042	RF00066	RFAM
ENSPTRG00000045177	ENSPTRT00000089099	BLCAP	HGNC Symbol
ENSPTRG00000052498	ENSPTRT00000102290	RF00001	RFAM
ENSPTRG00000035564	ENSPTRT00000069166	RF00004	RFAM
ENSPTRG00000052263	ENSPTRT00000052599	RF00026	RFAM
ENSPTRG00000035841	ENSPTRT00000069443	RF00004	RFAM
ENSPTRG00000043072	ENSPTRT00000101632	MIR7159	HGNC Symbol
ENSPTRG00000027613	ENSPTRT00000054283	ptr-mir-23a	miRBase
ENSPTRG00000042259	ENSPTRT00000074708	RF00017	RFAM
ENSPTRG00000036491	ENSPTRT00000070093	RF00019	RFAM
ENSPTRG00000020796	ENSPTRT00000104672	SAXO1	VGNC Symbol
ENSPTRG00000020796	ENSPTRT00000038492	SAXO1	VGNC Symbol
ENSPTRG00000020796	ENSPTRT00000089853	SAXO1	VGNC Symbol
ENSPTRG00000035382	ENSPTRT00000068984	RF00001	RFAM
ENSPTRG00000044342	ENSPTRT00000077570	RF00004	RFAM
ENSPTRG00000035980	ENSPTRT00000069582	RF00004	RFAM
ENSPTRG00000010372	ENSPTRT00000095728	TNFSF14	VGNC Symbol
ENSPTRG00000010372	ENSPTRT00000019062	TNFSF14	VGNC Symbol
ENSPTRG00000042267	ENSPTRT00000075499		
ENSPTRG00000047590	ENSPTRT00000109848	RF00017	RFAM
ENSPTRG00000025274	ENSPTRT00000051944	RF00026	RFAM
ENSPTRG00000036996	ENSPTRT00000070598	RF00066	RFAM
ENSPTRG00000027598	ENSPTRT00000054268	ptr-mir-494	miRBase
ENSPTRG00000036435	ENSPTRT00000070037	RF00004	RFAM
ENSPTRG00000051462	ENSPTRT00000086980		
ENSPTRG00000035806	ENSPTRT00000069408	RF00004	RFAM
ENSPTRG00000038171	ENSPTRT00000071773	RF00001	RFAM
ENSPTRG00000039381	ENSPTRT00000075162		
ENSPTRG00000048042	ENSPTRT00000096762	RF02219	RFAM
ENSPTRG00000020883	ENSPTRT00000038637	RPP25L	VGNC Symbol
ENSPTRG00000011080	ENSPTRT00000020602	PHLDB3	VGNC Symbol
ENSPTRG00000044144	ENSPTRT00000105039	MIR6802	HGNC Symbol
ENSPTRG00000036312	ENSPTRT00000069914	RF00004	RFAM
ENSPTRG00000037163	ENSPTRT00000070765	RF00066	RFAM
ENSPTRG00000027554	ENSPTRT00000054224	MIR320E	HGNC Symbol
ENSPTRG00000041160	ENSPTRT00000076190	RF00017	RFAM
ENSPTRG00000036505	ENSPTRT00000070107	RF00004	RFAM
ENSPTRG00000005883	ENSPTRT00000010810	RF02104	RFAM
ENSPTRG00000036495	ENSPTRT00000070097	RF00001	RFAM
ENSPTRG00000052167	ENSPTRT00000090401		
ENSPTRG00000047824	ENSPTRT00000098202	MIR6832	HGNC Symbol
ENSPTRG00000040002	ENSPTRT00000076105	MIR4298	HGNC Symbol
ENSPTRG00000035822	ENSPTRT00000069424	RF00004	RFAM
ENSPTRG00000045189	ENSPTRT00000081799	RF02120	RFAM
ENSPTRG00000038316	ENSPTRT00000071918	RF00066	RFAM
ENSPTRG00000010745	ENSPTRT00000047357	LPAR2	VGNC Symbol
ENSPTRG00000037487	ENSPTRT00000071089	RF00004	RFAM
ENSPTRG00000052809	ENSPTRT00000072899	RF00017	RFAM
ENSPTRG00000026694	ENSPTRT00000053364	RF00001	RFAM
ENSPTRG00000018082	ENSPTRT00000109891	PPARD	VGNC Symbol
ENSPTRG00000018082	ENSPTRT00000044524	PPARD	VGNC Symbol
ENSPTRG00000018082	ENSPTRT00000093866	PPARD	VGNC Symbol
ENSPTRG00000018082	ENSPTRT00000109054	PPARD	VGNC Symbol
ENSPTRG00000018082	ENSPTRT00000094317	PPARD	VGNC Symbol
ENSPTRG00000027640	ENSPTRT00000054310	ptr-mir-195	miRBase
ENSPTRG00000036727	ENSPTRT00000070329	RF00066	RFAM
ENSPTRG00000036924	ENSPTRT00000070526	RF00004	RFAM
ENSPTRG00000045067	ENSPTRT00000089169	MIR6499	HGNC Symbol
ENSPTRG00000036427	ENSPTRT00000070029	RF00004	RFAM
ENSPTRG00000037818	ENSPTRT00000071420	RF00001	RFAM
ENSPTRG00000038499	ENSPTRT00000072101	RF01156	RFAM
ENSPTRG00000039886	ENSPTRT00000073128	RF00017	RFAM
ENSPTRG00000047412	ENSPTRT00000106173	RF00017	RFAM
ENSPTRG00000045456	ENSPTRT00000094419		
ENSPTRG00000040738	ENSPTRT00000076214		
ENSPTRG00000046334	ENSPTRT00000082686	RF02203	RFAM
ENSPTRG00000036005	ENSPTRT00000069607	RF00004	RFAM
ENSPTRG00000038593	ENSPTRT00000072195	RF00066	RFAM
ENSPTRG00000025344	ENSPTRT00000052014	RF00001	RFAM
ENSPTRG00000036075	ENSPTRT00000069677	RF00004	RFAM
ENSPTRG00000044591	ENSPTRT00000111296	HTATSF1	HGNC Symbol
ENSPTRG00000046310	ENSPTRT00000086313	TRAV38-1	HGNC Symbol
ENSPTRG00000047607	ENSPTRT00000080707	RF02252	RFAM
ENSPTRG00000040955	ENSPTRT00000073353	MIR1260B	HGNC Symbol
ENSPTRG00000038578	ENSPTRT00000072180	RF00001	RFAM
ENSPTRG00000040866	ENSPTRT00000075449	RF00017	RFAM
ENSPTRG00000031217	ENSPTRT00000060263		
ENSPTRG00000037845	ENSPTRT00000071447	RF00066	RFAM
ENSPTRG00000036268	ENSPTRT00000069870	RF00004	RFAM
ENSPTRG00000047539	ENSPTRT00000084122		
ENSPTRG00000048431	ENSPTRT00000079748		
ENSPTRG00000027232	ENSPTRT00000053902	RF00277	RFAM
ENSPTRG00000052242	ENSPTRT00000110512	ptr-mir-527	miRBase
ENSPTRG00000026752	ENSPTRT00000053422	RF00019	RFAM
ENSPTRG00000049705	ENSPTRT00000070864	RF00066	RFAM
ENSPTRG00000038901	ENSPTRT00000073482	RF00017	RFAM
ENSPTRG00000035706	ENSPTRT00000069308	RF00001	RFAM
ENSPTRG00000035603	ENSPTRT00000069205	RF00004	RFAM
ENSPTRG00000043877	ENSPTRT00000094398		
ENSPTRG00000025795	ENSPTRT00000052465	RF00277	RFAM
ENSPTRG00000038693	ENSPTRT00000072323	MIR6500	HGNC Symbol
ENSPTRG00000051548	ENSPTRT00000105130	SLC10A3	HGNC Symbol
ENSPTRG00000051548	ENSPTRT00000089069	SLC10A3	HGNC Symbol
ENSPTRG00000052497	ENSPTRT00000077572	CDC42EP3	VGNC Symbol
ENSPTRG00000044860	ENSPTRT00000107586		
ENSPTRG00000003965	ENSPTRT00000007396	PITPNM1	VGNC Symbol
ENSPTRG00000003965	ENSPTRT00000091054	PITPNM1	VGNC Symbol
ENSPTRG00000003965	ENSPTRT00000098695	PITPNM1	VGNC Symbol
ENSPTRG00000043638	ENSPTRT00000085131	MIR8054	HGNC Symbol
ENSPTRG00000035500	ENSPTRT00000069102	RF00004	RFAM
ENSPTRG00000035779	ENSPTRT00000069381	RF00019	RFAM
ENSPTRG00000036376	ENSPTRT00000069978	RF00001	RFAM
ENSPTRG00000038031	ENSPTRT00000071633	RF00611	RFAM
ENSPTRG00000036878	ENSPTRT00000070480	RF00066	RFAM
ENSPTRG00000040275	ENSPTRT00000076174	RF00017	RFAM
ENSPTRG00000026733	ENSPTRT00000053403	RF00213	RFAM
ENSPTRG00000046467	ENSPTRT00000101332		
ENSPTRG00000042797	ENSPTRT00000090645		
ENSPTRG00000048192	ENSPTRT00000094850	RF00004	RFAM
ENSPTRG00000041913	ENSPTRT00000074665		
ENSPTRG00000034885	ENSPTRT00000068481	RF00611	RFAM
ENSPTRG00000024427	ENSPTRT00000051097	RF00019	RFAM
ENSPTRG00000024669	ENSPTRT00000051339	RF00001	RFAM
ENSPTRG00000038086	ENSPTRT00000071688	RF00066	RFAM
ENSPTRG00000039960	ENSPTRT00000074955	RF00017	RFAM
ENSPTRG00000048503	ENSPTRT00000101930	MIR6761	HGNC Symbol
ENSPTRG00000045605	ENSPTRT00000102253		
ENSPTRG00000052541	ENSPTRT00000077337		
ENSPTRG00000045165	ENSPTRT00000093234		
ENSPTRG00000033424	ENSPTRT00000063437	RF00001	RFAM
ENSPTRG00000030674	ENSPTRT00000059366	BDKRB1	VGNC Symbol
ENSPTRG00000035013	ENSPTRT00000068609	RF00611	RFAM
ENSPTRG00000036233	ENSPTRT00000069835	RF00004	RFAM
ENSPTRG00000045248	ENSPTRT00000095920	ptr-mir-524	miRBase
ENSPTRG00000005991	ENSPTRT00000102682	DOCK9	VGNC Symbol
ENSPTRG00000005991	ENSPTRT00000063936	DOCK9	VGNC Symbol
ENSPTRG00000005991	ENSPTRT00000091742	DOCK9	VGNC Symbol
ENSPTRG00000005991	ENSPTRT00000090215	DOCK9	VGNC Symbol
ENSPTRG00000005991	ENSPTRT00000078990	DOCK9	VGNC Symbol
ENSPTRG00000052740	ENSPTRT00000106262		
ENSPTRG00000051887	ENSPTRT00000074683	RF00017	RFAM
ENSPTRG00000037989	ENSPTRT00000071591	RF00066	RFAM
ENSPTRG00000025816	ENSPTRT00000052486	RF00019	RFAM
ENSPTRG00000010480	ENSPTRT00000019300	ILF3	VGNC Symbol
ENSPTRG00000010480	ENSPTRT00000109061	ILF3	VGNC Symbol
ENSPTRG00000010480	ENSPTRT00000106348	ILF3	VGNC Symbol
ENSPTRG00000010480	ENSPTRT00000108319	ILF3	VGNC Symbol
ENSPTRG00000048009	ENSPTRT00000076536		
ENSPTRG00000047193	ENSPTRT00000077090		
ENSPTRG00000001964	ENSPTRT00000003590	FAM71A	VGNC Symbol
ENSPTRG00000052145	ENSPTRT00000111106	RF02247	RFAM
ENSPTRG00000000792	ENSPTRT00000001500	C8B	VGNC Symbol
ENSPTRG00000000792	ENSPTRT00000079480	C8B	VGNC Symbol
ENSPTRG00000000792	ENSPTRT00000078701	C8B	VGNC Symbol
ENSPTRG00000048834	ENSPTRT00000080961		
ENSPTRG00000032856	ENSPTRT00000062869	RF00019	RFAM
ENSPTRG00000041635	ENSPTRT00000072726	RF00017	RFAM
ENSPTRG00000027713	ENSPTRT00000054383	ptr-mir-154	miRBase
ENSPTRG00000045724	ENSPTRT00000097689	RF00066	RFAM
ENSPTRG00000050658	ENSPTRT00000087080	RF00017	RFAM
ENSPTRG00000026595	ENSPTRT00000053265	RF00001	RFAM
ENSPTRG00000041904	ENSPTRT00000075249		
ENSPTRG00000021333	ENSPTRT00000039458	OR1L1	VGNC Symbol
ENSPTRG00000002758	ENSPTRT00000005206	KIF11	VGNC Symbol
ENSPTRG00000027194	ENSPTRT00000053864	RF00429	RFAM
ENSPTRG00000047521	ENSPTRT00000081120		
ENSPTRG00000051107	ENSPTRT00000086996	SERTM1	VGNC Symbol
ENSPTRG00000043530	ENSPTRT00000105365	MIR6084	HGNC Symbol
ENSPTRG00000045417	ENSPTRT00000090381	RF00019	RFAM
ENSPTRG00000026599	ENSPTRT00000053269	RF00001	RFAM
ENSPTRG00000044596	ENSPTRT00000078782		
ENSPTRG00000051185	ENSPTRT00000107146	RF00017	RFAM
ENSPTRG00000042901	ENSPTRT00000086243	RF00066	RFAM
ENSPTRG00000025562	ENSPTRT00000052232	RF00282	RFAM
ENSPTRG00000046779	ENSPTRT00000106542	RF02128	RFAM
ENSPTRG00000046697	ENSPTRT00000090241		
ENSPTRG00000048677	ENSPTRT00000108582		
ENSPTRG00000048677	ENSPTRT00000104339		
ENSPTRG00000048677	ENSPTRT00000080754		
ENSPTRG00000039038	ENSPTRT00000073804		
ENSPTRG00000038759	ENSPTRT00000072369	RF00017	RFAM
ENSPTRG00000037639	ENSPTRT00000071241	RF00001	RFAM
ENSPTRG00000027759	ENSPTRT00000054429	ptr-let-7c	miRBase
ENSPTRG00000027114	ENSPTRT00000053784	RF00019	RFAM
ENSPTRG00000019839	ENSPTRT00000036743	ZNF467	VGNC Symbol
ENSPTRG00000026585	ENSPTRT00000053255	RF00289	RFAM
ENSPTRG00000048844	ENSPTRT00000078766	RF02176	RFAM
ENSPTRG00000035141	ENSPTRT00000068737	ptr-mir-1247	miRBase
ENSPTRG00000037757	ENSPTRT00000071359	RF00066	RFAM
ENSPTRG00000027642	ENSPTRT00000054312	ptr-mir-372	miRBase
ENSPTRG00000030014	ENSPTRT00000057941	UCN3	VGNC Symbol
ENSPTRG00000042560	ENSPTRT00000074624	RF00017	RFAM
ENSPTRG00000038430	ENSPTRT00000072032	RF00001	RFAM
ENSPTRG00000026609	ENSPTRT00000053279	RF00019	RFAM
ENSPTRG00000043345	ENSPTRT00000103375	HIST1H2BH	HGNC Symbol
ENSPTRG00000045469	ENSPTRT00000086191	MIR6806	HGNC Symbol
ENSPTRG00000033275	ENSPTRT00000063288	RF00001	RFAM
ENSPTRG00000050030	ENSPTRT00000092144	RF02134	RFAM
ENSPTRG00000034878	ENSPTRT00000068474	ptr-mir-1197	miRBase
ENSPTRG00000036713	ENSPTRT00000070315	RF00066	RFAM
ENSPTRG00000045435	ENSPTRT00000110126	RF00019	RFAM
ENSPTRG00000043805	ENSPTRT00000103325	RF02200	RFAM
ENSPTRG00000044560	ENSPTRT00000052583	RF00026	RFAM
ENSPTRG00000018996	ENSPTRT00000035122	CYCS	VGNC Symbol
ENSPTRG00000009809	ENSPTRT00000018016	FN3KRP	VGNC Symbol
ENSPTRG00000009809	ENSPTRT00000091797	FN3KRP	VGNC Symbol
ENSPTRG00000009809	ENSPTRT00000108698	FN3KRP	VGNC Symbol
ENSPTRG00000044330	ENSPTRT00000093196	RF01880	RFAM
ENSPTRG00000041271	ENSPTRT00000074855	MIR4664	HGNC Symbol
ENSPTRG00000038376	ENSPTRT00000071978	RF00066	RFAM
ENSPTRG00000039183	ENSPTRT00000075377	MIR548O2	HGNC Symbol
ENSPTRG00000026906	ENSPTRT00000053576	RF00019	RFAM
ENSPTRG00000033112	ENSPTRT00000063125	RF00397	RFAM
ENSPTRG00000043764	ENSPTRT00000094017		
ENSPTRG00000037328	ENSPTRT00000070930	RF00026	RFAM
ENSPTRG00000012025	ENSPTRT00000022376	PCBP1	VGNC Symbol
ENSPTRG00000025062	ENSPTRT00000051732	RF00001	RFAM
ENSPTRG00000007202	ENSPTRT00000013296	AAGAB	VGNC Symbol
ENSPTRG00000032853	ENSPTRT00000062866	RF00019	RFAM
ENSPTRG00000050346	ENSPTRT00000101394	RF00397	RFAM
ENSPTRG00000024451	ENSPTRT00000051121	RF00019	RFAM
ENSPTRG00000032399	ENSPTRT00000061479		
ENSPTRG00000048460	ENSPTRT00000068189		
ENSPTRG00000036758	ENSPTRT00000070360	RF00066	RFAM
ENSPTRG00000026207	ENSPTRT00000052877	RF00026	RFAM
ENSPTRG00000026728	ENSPTRT00000053398	RF00001	RFAM
ENSPTRG00000043697	ENSPTRT00000098851		
ENSPTRG00000019740	ENSPTRT00000036572	AKR1D1	VGNC Symbol
ENSPTRG00000019740	ENSPTRT00000108047	AKR1D1	VGNC Symbol
ENSPTRG00000019740	ENSPTRT00000082861	AKR1D1	VGNC Symbol
ENSPTRG00000037576	ENSPTRT00000071178	RF00026	RFAM
ENSPTRG00000045001	ENSPTRT00000100989		
ENSPTRG00000041788	ENSPTRT00000072100	RF00066	RFAM
ENSPTRG00000035996	ENSPTRT00000069598		
ENSPTRG00000026071	ENSPTRT00000052741	RF00019	RFAM
ENSPTRG00000047512	ENSPTRT00000053730	RF00019	RFAM
ENSPTRG00000026013	ENSPTRT00000052683	RF00397	RFAM
ENSPTRG00000036325	ENSPTRT00000069927	RF00001	RFAM
ENSPTRG00000046090	ENSPTRT00000092102		
ENSPTRG00000040730	ENSPTRT00000025566		
ENSPTRG00000037484	ENSPTRT00000071086	RF00066	RFAM
ENSPTRG00000039862	ENSPTRT00000075881	MIR4766	HGNC Symbol
ENSPTRG00000031795	ENSPTRT00000060977	RF00026	RFAM
ENSPTRG00000044729	ENSPTRT00000103922		
ENSPTRG00000036214	ENSPTRT00000069816	RF00019	RFAM
ENSPTRG00000005996	ENSPTRT00000011014	GPR183	VGNC Symbol
ENSPTRG00000049312	ENSPTRT00000076733	RF00397	RFAM
ENSPTRG00000043180	ENSPTRT00000099770	RF00019	RFAM
ENSPTRG00000046137	ENSPTRT00000100407	RF00001	RFAM
ENSPTRG00000041004	ENSPTRT00000076199	ptr-mir-3664	miRBase
ENSPTRG00000038220	ENSPTRT00000071822	RF00066	RFAM
ENSPTRG00000029436	ENSPTRT00000056881	SSTR3	VGNC Symbol
ENSPTRG00000017201	ENSPTRT00000031845	SLC27A6	VGNC Symbol
ENSPTRG00000036480	ENSPTRT00000070082	RF00026	RFAM
ENSPTRG00000026812	ENSPTRT00000053482	RF00019	RFAM
ENSPTRG00000045656	ENSPTRT00000104576	RF00001	RFAM
ENSPTRG00000043731	ENSPTRT00000085790	RF00015	RFAM
ENSPTRG00000036433	ENSPTRT00000070035		
ENSPTRG00000037986	ENSPTRT00000071588	RF01291	RFAM
ENSPTRG00000011089	ENSPTRT00000104655	ZNF428	VGNC Symbol
ENSPTRG00000011089	ENSPTRT00000020613	ZNF428	VGNC Symbol
ENSPTRG00000016432	ENSPTRT00000030553	SLC25A31	VGNC Symbol
ENSPTRG00000047205	ENSPTRT00000078239	RF00066	RFAM
ENSPTRG00000038780	ENSPTRT00000073560	MIR3671	HGNC Symbol
ENSPTRG00000046468	ENSPTRT00000094795	RF00001	RFAM
ENSPTRG00000027012	ENSPTRT00000053682	RF00019	RFAM
ENSPTRG00000043317	ENSPTRT00000063301	RF00026	RFAM
ENSPTRG00000049994	ENSPTRT00000080419		
ENSPTRG00000036873	ENSPTRT00000070475	RF01229	RFAM
ENSPTRG00000041869	ENSPTRT00000074287	MIR3610	HGNC Symbol
ENSPTRG00000027409	ENSPTRT00000054079	RF00019	RFAM
ENSPTRG00000037714	ENSPTRT00000071316	RF00026	RFAM
ENSPTRG00000047235	ENSPTRT00000085489		
ENSPTRG00000050802	ENSPTRT00000080772		
ENSPTRG00000036991	ENSPTRT00000070593	RF00026	RFAM
ENSPTRG00000014334	ENSPTRT00000026784	ELFN2	VGNC Symbol
ENSPTRG00000036071	ENSPTRT00000069673	RF00019	RFAM
ENSPTRG00000027858	ENSPTRT00000054528	ptr-mir-181b-1	miRBase
ENSPTRG00000038165	ENSPTRT00000071767	RF00001	RFAM
ENSPTRG00000040133	ENSPTRT00000073437	RF00019	RFAM
ENSPTRG00000050920	ENSPTRT00000095961		
ENSPTRG00000017200	ENSPTRT00000080313	FBN2	VGNC Symbol
ENSPTRG00000017200	ENSPTRT00000031844	FBN2	VGNC Symbol
ENSPTRG00000017200	ENSPTRT00000099396	FBN2	VGNC Symbol
ENSPTRG00000017200	ENSPTRT00000110761	FBN2	VGNC Symbol
ENSPTRG00000017200	ENSPTRT00000078613	FBN2	VGNC Symbol
ENSPTRG00000017200	ENSPTRT00000087390	FBN2	VGNC Symbol
ENSPTRG00000017200	ENSPTRT00000080403	FBN2	VGNC Symbol
ENSPTRG00000033245	ENSPTRT00000063258	RF00477	RFAM
ENSPTRG00000027325	ENSPTRT00000053995	RF00026	RFAM
ENSPTRG00000048769	ENSPTRT00000077699	KLHDC7A	VGNC Symbol
ENSPTRG00000037909	ENSPTRT00000071511	RF00026	RFAM
ENSPTRG00000038556	ENSPTRT00000072158	RF00416	RFAM
ENSPTRG00000041895	ENSPTRT00000073096		
ENSPTRG00000033254	ENSPTRT00000063267	RF00136	RFAM
ENSPTRG00000024741	ENSPTRT00000051411	RF00019	RFAM
ENSPTRG00000032799	ENSPTRT00000062812	RF00026	RFAM
ENSPTRG00000043537	ENSPTRT00000090684	RF00002	RFAM
ENSPTRG00000044872	ENSPTRT00000107384		
ENSPTRG00000042774	ENSPTRT00000088199		
ENSPTRG00000028745	ENSPTRT00000055734	MRGPRG	VGNC Symbol
ENSPTRG00000044304	ENSPTRT00000068750		
ENSPTRG00000045739	ENSPTRT00000099061		
ENSPTRG00000045739	ENSPTRT00000079086		
ENSPTRG00000045739	ENSPTRT00000111415		
ENSPTRG00000045739	ENSPTRT00000083438		
ENSPTRG00000038243	ENSPTRT00000071845	RF00001	RFAM
ENSPTRG00000037638	ENSPTRT00000071240	RF00026	RFAM
ENSPTRG00000047993	ENSPTRT00000087550		
ENSPTRG00000035743	ENSPTRT00000069345	RF00019	RFAM
ENSPTRG00000044861	ENSPTRT00000070774	RF00026	RFAM
ENSPTRG00000036384	ENSPTRT00000069986	RF00004	RFAM
ENSPTRG00000026100	ENSPTRT00000052770	RF00019	RFAM
